price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
359950.0,3.0,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0,36,62
360000.0,4.0,2.0,1630,10375,1.0,0,0,5,1630,0,1968,0,42,44
566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,35,56
415000.0,3.0,2.5,2090,6045,2.0,0,0,3,2090,0,2000,0,32,34
199500.0,3.0,1.0,920,9812,1.0,0,0,4,920,0,1962,0,1,0
749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003,35,56
680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001,35,63
400000.0,4.0,2.5,2530,7563,1.0,0,0,3,1440,1090,1978,0,5,9
608000.0,4.0,2.75,2490,9714,1.0,0,0,4,1400,1090,1983,0,5,9
1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0,35,56
899900.0,4.0,2.5,2580,3909,2.0,0,0,3,2580,0,2013,1923,19,21
499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,2005,0,35,46
533112.0,4.0,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923,27,27
303210.0,4.0,2.5,2009,5000,2.0,0,0,3,2009,0,2014,0,1,45
525000.0,5.0,2.75,2880,8364,2.0,0,0,3,2880,0,2006,0,32,37
399950.0,2.0,1.0,710,1157,2.0,0,0,4,710,0,1943,0,35,46
850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,35,46
371500.0,3.0,2.0,1370,8336,1.0,0,0,5,1370,0,1964,0,36,62
522000.0,3.0,1.75,1730,8400,1.0,0,0,4,1400,330,1980,0,31,31
588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,35,54
248000.0,5.0,1.5,1510,9078,1.0,0,0,4,1510,0,1959,0,34,69
280000.0,3.0,2.5,1860,6607,2.0,0,0,3,1860,0,1989,0,14,13
290300.0,2.0,1.0,860,3874,1.0,0,0,4,860,0,1931,0,32,35
527000.0,2.0,1.75,1640,4080,1.0,0,0,3,840,800,1921,2000,35,48
487028.0,2.0,1.5,1295,1093,2.0,0,0,3,1105,190,2007,0,35,59
799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,35,64
354000.0,3.0,1.0,940,10368,1.0,0,0,3,940,0,1965,1993,31,31
262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003,35,57
560200.0,3.0,2.5,1990,3984,2.0,0,0,3,1990,0,2004,2003,33,43
220000.0,3.0,1.0,1050,6300,1.0,0,0,3,1050,0,1942,1999,35,65
650000.0,2.0,1.0,1030,5750,1.0,0,0,5,1030,0,1928,1970,35,55
435000.0,3.0,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,35,62
200000.0,2.0,1.0,700,4700,1.0,0,0,5,700,0,1953,0,32,34
295000.0,5.0,3.5,2100,5107,2.0,0,0,3,1410,690,1999,0,35,71
285000.0,3.0,2.5,1870,4060,2.0,0,0,3,1870,0,2005,0,18,26
290000.0,3.0,1.75,1520,15090,1.0,0,0,4,1520,0,1968,0,21,23
381000.0,3.0,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005,20,67
571000.0,3.0,2.5,2600,7465,2.0,0,0,3,2600,0,1988,2000,5,9
852600.0,4.0,2.5,3320,11901,2.0,0,0,5,2650,670,1977,0,3,5
1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,1922,0,35,64
371000.0,3.0,1.0,890,7200,1.0,0,0,3,890,0,1951,1994,35,60
386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,35,74
464000.0,4.0,2.5,2180,7203,2.0,0,0,4,2180,0,1989,0,32,37
335000.0,4.0,2.25,2030,13500,1.0,0,0,3,1230,800,1963,2008,32,37
465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,35,60
700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985,35,70
350000.0,3.0,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0,35,61
530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011,35,56
349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0,35,47
240000.0,3.0,1.5,1360,9760,1.5,0,0,5,1360,0,1984,0,27,27
330000.0,3.0,2.5,2210,7557,2.0,0,0,3,2210,0,1989,0,14,13
735000.0,4.0,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,35,54
545000.0,3.0,2.5,2180,15693,1.0,0,0,4,1850,330,1979,0,33,43
214950.0,3.0,1.75,1570,4875,1.0,0,0,4,1310,260,1977,0,9,26
476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,1908,0,35,74
110000.0,2.0,1.0,800,15000,1.0,0,0,3,800,0,1927,2011,35,69
292000.0,4.0,2.75,2414,7693,2.0,0,0,3,2414,0,2006,0,1,1
317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,35,60
460000.0,3.0,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,35,61
405000.0,3.0,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994,35,60
333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999,35,56
742000.0,4.0,2.5,2810,10986,2.0,0,0,3,2810,0,1997,0,33,43
465000.0,4.0,2.5,2090,9702,1.0,0,0,5,1320,770,1965,0,36,62
809950.0,4.0,2.5,3280,6181,2.0,0,0,3,3280,0,2001,0,33,42
619400.0,4.0,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0,35,54
234000.0,3.0,2.0,1640,5280,1.5,0,0,5,1640,0,1910,0,1,1
308900.0,3.0,2.5,2250,7294,2.0,0,0,3,2250,0,1994,0,1,45
547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0,35,47
399950.0,2.0,1.0,710,1131,2.0,0,0,4,710,0,1943,0,35,46
516000.0,4.0,3.5,2550,8698,2.0,0,0,3,2550,0,2007,0,38,38
250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0,35,62
475000.0,3.0,2.25,1630,2520,2.0,0,0,3,1630,0,2005,0,16,17
415000.0,4.0,2.5,2550,4500,2.0,0,0,3,2550,0,2009,0,32,37
545000.0,2.0,1.25,1240,2150,2.0,0,0,3,1240,0,2014,0,35,56
329950.0,3.0,2.5,2456,7566,2.0,0,0,3,2456,0,2012,1912,14,13
610750.0,4.0,2.25,2180,7297,2.0,0,0,3,2180,0,1984,0,33,42
465250.0,5.0,2.0,1940,7642,1.5,0,0,3,1940,0,1957,2000,36,70
315000.0,2.0,1.0,970,5665,1.0,0,0,4,970,0,1908,0,35,57
789500.0,4.0,2.5,3010,6100,2.0,0,0,3,3010,0,2005,0,31,31
342500.0,3.0,2.0,2080,11375,1.0,0,0,3,2080,0,2002,0,12,12
306000.0,4.0,2.5,2490,8124,2.0,0,0,3,2490,0,2001,0,1,45
580000.0,5.0,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005,35,48
405000.0,3.0,1.0,1330,15678,1.0,0,0,3,900,430,1984,0,33,42
173000.0,2.0,1.0,820,10450,1.0,0,0,4,820,0,1965,0,32,33
210000.0,4.0,1.75,1200,7680,1.0,0,0,3,1200,0,1968,1997,1,45
445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988,35,54
585000.0,3.0,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,35,74
381000.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1950,0,36,67
890000.0,3.0,2.25,2060,8640,1.0,0,0,4,2060,0,1966,0,19,21
235000.0,3.0,1.75,1840,9697,1.0,0,0,4,1500,340,1985,0,18,18
575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974,35,74
350000.0,4.0,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,35,64
259000.0,4.0,1.5,1490,7560,2.0,0,0,3,1490,0,1966,1963,10,73
210000.0,4.0,1.5,1130,7840,1.0,0,0,4,1130,0,1970,0,14,13
545000.0,3.0,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004,35,48
299995.0,3.0,2.5,1970,7500,2.0,0,0,3,1970,0,1988,2000,1,45
440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0,35,63
445000.0,5.0,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,35,51
397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0,35,70
706000.0,3.0,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0,35,48
363000.0,3.0,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0,35,62
850000.0,4.0,2.25,2130,11843,2.0,0,0,4,2130,0,1972,0,23,25
620000.0,2.0,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,35,53
333000.0,4.0,2.5,1910,9244,1.0,0,0,4,1910,0,1963,0,32,37
743000.0,3.0,1.75,2110,11250,1.0,0,0,4,2110,0,1961,2001,23,25
448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,35,50
498500.0,5.0,2.75,2990,7420,2.0,0,0,3,2990,0,1996,0,32,37
531000.0,3.0,2.5,2120,9736,2.0,0,0,3,2120,0,1988,2000,5,9
310000.0,5.0,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,35,49
495000.0,4.0,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,35,62
495000.0,3.0,2.0,1769,9300,1.0,0,0,4,1769,0,1955,2009,26,68
440000.0,3.0,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993,35,62
1034500.0,4.0,2.5,2370,10858,2.0,0,0,3,2370,0,2003,0,3,3
248000.0,4.0,2.5,1770,5855,2.0,0,0,3,1770,0,2003,0,21,23
294000.0,4.0,2.5,2210,8465,1.0,0,0,3,1490,720,1990,2009,1,45
561000.0,3.0,2.25,1710,4140,2.0,0,0,3,1710,0,2004,2003,16,17
656500.0,4.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,35,54
660000.0,3.0,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,35,47
370000.0,2.0,1.0,1220,17172,1.0,0,0,4,1220,0,1947,1988,19,21
349950.0,3.0,1.0,1060,9525,1.0,0,0,3,1060,0,1966,1963,31,31
223000.0,2.0,1.0,910,9869,1.0,0,0,3,910,0,1957,2000,32,36
560000.0,4.0,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,35,50
594000.0,4.0,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,35,54
600000.0,3.0,2.25,1480,5400,2.0,0,0,4,1480,0,1914,1945,35,59
315000.0,3.0,2.5,1880,7000,2.0,0,0,3,1880,0,1993,0,18,19
430000.0,4.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,35,60
440000.0,3.0,2.75,1560,7392,1.0,0,0,5,1030,530,1972,0,19,22
312500.0,2.0,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0,35,47
300000.0,3.0,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0,35,51
680000.0,3.0,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,16,17
336750.0,2.0,2.25,1170,1011,2.0,0,0,3,1170,0,2009,0,16,15
822500.0,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,35,47
589000.0,4.0,3.0,2440,9600,2.0,0,0,5,2440,0,1961,0,19,22
210000.0,2.0,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,10,73
206135.0,3.0,1.0,1340,11070,1.0,0,0,4,1340,0,1978,2000,18,18
285000.0,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014,35,57
230000.0,2.0,1.0,930,7550,1.0,0,0,3,930,0,1986,0,34,69
350000.0,3.0,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0,20,67
304000.0,3.0,1.0,1280,8184,1.5,0,0,4,1280,0,1947,1988,36,67
370000.0,2.0,1.0,900,4600,1.0,0,0,3,900,0,1951,1994,35,56
440000.0,4.0,2.25,2010,7575,1.0,0,0,3,1220,790,1974,0,19,22
1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005,35,47
235000.0,3.0,1.75,1900,8540,1.0,0,0,3,950,950,1980,0,34,69
499950.0,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003,35,47
300000.0,4.0,2.5,2700,10814,1.0,0,0,4,1560,1140,1966,0,18,18
205000.0,3.0,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0,14,13
435000.0,3.0,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0,19,22
153000.0,3.0,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0,35,71
585000.0,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0,35,50
380000.0,4.0,2.5,2540,6365,2.0,0,0,3,1870,670,2000,0,32,33
250600.0,4.0,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013,1,0
890000.0,4.0,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0,23,25
370000.0,4.0,2.5,2220,5338,2.0,0,0,3,2220,0,2001,0,32,37
369500.0,3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,35,60
305000.0,3.0,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,35,49
590000.0,4.0,2.5,2010,7972,2.0,0,0,4,2010,0,1989,0,16,17
485000.0,3.0,2.5,1580,6065,2.0,0,0,3,1580,0,1985,0,16,17
215000.0,2.0,1.0,710,7200,1.0,0,0,3,710,0,1943,2002,35,71
430000.0,3.0,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0,33,42
324900.0,4.0,2.5,1880,7965,2.0,0,0,3,1880,0,2000,0,21,23
910000.0,5.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0,35,53
325000.0,3.0,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0,18,18
513000.0,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,35,61
475000.0,3.0,2.25,1580,12177,1.0,0,0,3,1200,380,1981,2013,33,42
419000.0,4.0,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0,32,36
580000.0,3.0,2.5,2040,4627,2.0,0,0,3,2040,0,1992,0,31,31
385000.0,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,35,62
265000.0,4.0,1.75,1900,10588,1.0,0,0,5,1900,0,1958,0,1,1
330000.0,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0,35,55
799000.0,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0,35,74
589000.0,3.0,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968,35,55
538000.0,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014,35,47
530100.0,3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003,35,56
718500.0,3.0,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988,35,57
299000.0,3.0,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0,32,37
556000.0,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994,35,61
250000.0,3.0,2.25,1400,3814,2.0,0,0,3,1400,0,2012,1912,9,26
795000.0,4.0,3.5,3200,3250,2.0,0,0,3,2670,530,2007,0,16,17
575000.0,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0,35,46
379500.0,3.0,2.25,1410,1287,2.0,0,0,3,1290,120,2005,0,16,15
385000.0,4.0,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0,32,37
415500.0,4.0,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0,17,16
397500.0,3.0,2.0,1510,6710,1.0,0,0,3,1070,440,1972,2002,19,22
530000.0,3.0,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0,35,60
496752.0,2.0,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0,35,64
330000.0,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005,35,60
525000.0,4.0,2.75,2360,4924,2.0,0,0,3,2360,0,2008,0,17,16
269950.0,3.0,2.5,1890,4838,2.0,0,0,3,1730,160,2002,0,40,69
650000.0,3.0,1.75,2140,9484,1.0,0,0,3,1290,850,1953,0,3,3
520500.0,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001,35,54
652500.0,4.0,2.5,2700,9122,2.0,0,0,3,2700,0,1990,2009,16,17
506000.0,5.0,3.0,2430,8000,1.0,0,0,4,1370,1060,1957,2001,3,7
416000.0,3.0,1.0,1110,12150,1.0,0,0,4,1110,0,1957,2001,3,7
500000.0,4.0,2.75,2280,15347,1.0,0,0,5,2280,0,1960,0,25,37
460000.0,3.0,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985,35,54
371025.0,3.0,2.0,1530,8925,1.0,0,0,3,1530,0,1977,2004,5,9
353500.0,4.0,2.25,1760,9602,2.0,0,0,3,1760,0,1987,2000,32,36
183000.0,3.0,1.75,1070,8100,1.0,0,0,4,1070,0,1957,2001,1,1
763101.0,3.0,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989,35,48
460000.0,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994,35,55
825000.0,4.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,35,55
265000.0,3.0,1.0,1000,9150,1.0,0,0,3,1000,0,1969,2010,32,37
295000.0,3.0,1.75,1770,8235,1.0,0,0,3,1030,740,1960,2012,6,66
534500.0,3.0,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0,16,17
690000.0,2.0,1.75,1600,4000,1.0,0,0,5,850,750,1918,0,35,53
530000.0,4.0,2.5,2050,6360,2.0,0,0,3,2050,0,1988,2000,16,17
357186.0,2.0,1.75,1210,1040,2.0,0,0,3,1210,0,2014,0,16,17
300000.0,5.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0,35,69
304000.0,4.0,2.0,1810,8750,1.0,0,0,2,1110,700,1967,0,32,36
385000.0,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,35,64
415000.0,4.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0,35,54
963000.0,4.0,3.5,3280,6603,2.0,0,0,3,3280,0,2007,0,3,5
309212.0,3.0,1.75,1150,9600,1.0,0,0,3,1150,0,1979,2014,27,27
235000.0,2.0,1.5,880,1805,2.0,0,0,3,880,0,1999,0,35,62
667000.0,3.0,1.5,1720,8100,2.0,0,0,3,1720,0,1907,1983,35,50
470000.0,3.0,1.5,1510,8000,1.0,0,0,4,1510,0,1956,0,3,6
375000.0,4.0,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988,35,59
410000.0,4.0,2.0,1580,9581,1.0,0,0,3,1580,0,1953,0,19,21
566000.0,4.0,2.25,2170,7737,2.0,0,0,3,2170,0,1987,2000,33,42
680000.0,4.0,2.75,2500,4950,2.0,0,0,3,2500,0,2010,0,31,32
902000.0,4.0,2.5,3030,8507,2.0,0,0,3,3030,0,2003,0,19,21
500000.0,3.0,1.75,1540,10800,1.0,0,0,5,770,770,1947,0,23,25
825000.0,4.0,2.5,2810,9800,1.0,0,0,4,1710,1100,1973,0,3,5
277000.0,3.0,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001,35,57
435000.0,3.0,2.5,2300,9521,2.0,0,0,3,2300,0,2003,0,11,11
638000.0,3.0,2.5,2110,3600,2.0,0,0,3,2110,0,2005,0,31,31
418000.0,4.0,1.5,1220,10580,1.0,0,0,3,1220,0,1965,1993,3,7
499000.0,3.0,1.75,1750,12325,1.0,0,0,4,1470,280,1968,0,31,31
150000.0,3.0,1.5,1230,8056,1.0,0,0,4,1230,0,1949,1985,6,69
632500.0,5.0,2.5,2640,7096,2.0,0,0,3,2640,0,2003,0,31,32
862000.0,4.0,2.5,3190,14565,2.0,0,0,3,3190,0,1990,2009,42,44
524000.0,2.0,1.0,1120,2000,1.5,0,0,3,1120,0,1910,2006,35,52
470000.0,3.0,1.5,1760,6723,1.0,0,0,3,1160,600,1958,2004,35,57
385000.0,3.0,2.0,1590,9912,2.0,0,0,3,1590,0,2000,0,41,40
575000.0,4.0,2.5,2120,9603,2.0,0,0,3,2120,0,1985,0,16,15
220000.0,4.0,2.5,2240,9826,1.0,0,0,4,1370,870,1988,0,14,13
460000.0,2.0,1.0,890,2100,1.0,0,0,4,760,130,1919,1985,35,50
175000.0,3.0,1.5,1220,7300,1.0,0,0,3,1220,0,1973,2013,1,0
465000.0,3.0,2.25,2670,7500,1.0,0,0,4,1640,1030,1966,0,6,68
552000.0,3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989,35,56
518000.0,4.0,2.5,1740,7500,1.0,0,0,4,1220,520,1976,1992,31,31
373000.0,3.0,1.0,1770,5720,1.5,0,0,4,1140,630,1926,1993,35,61
385000.0,4.0,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0,21,23
245000.0,2.0,1.0,1200,4880,1.0,0,0,3,980,220,1943,2002,35,49
375000.0,4.0,2.0,2400,6000,2.0,0,0,3,2400,0,1913,1945,5,9
699850.0,4.0,3.5,2690,6164,2.0,0,0,3,2690,0,2002,0,33,43
455000.0,2.0,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014,31,31
650000.0,4.0,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0,35,47
378000.0,5.0,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001,35,60
220000.0,3.0,2.0,1410,7998,1.0,0,0,4,1410,0,1940,2001,40,71
285500.0,4.0,1.75,1960,7950,1.0,0,0,4,1960,0,1967,0,14,13
340000.0,3.0,2.5,1212,1174,3.0,0,0,3,1212,0,2004,2003,35,60
921000.0,4.0,1.5,2220,9496,1.0,0,0,4,1490,730,1954,1979,3,3
335000.0,3.0,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000,35,57
429000.0,5.0,2.5,2340,4500,2.0,0,0,3,2340,0,2009,0,32,37
523950.0,3.0,2.25,1420,1282,3.0,0,0,3,1420,0,2006,0,35,47
798800.0,3.0,2.75,2670,3738,1.0,0,0,3,1720,950,2013,1923,32,34
284000.0,3.0,2.5,1880,6008,2.0,0,0,3,1880,0,2009,0,18,26
320000.0,3.0,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0,35,62
468500.0,3.0,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0,35,56
492500.0,5.0,2.5,2570,9962,2.0,0,0,3,2570,0,2006,0,11,11
685000.0,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,35,60
542525.0,4.0,2.5,2650,5600,2.0,0,0,3,2650,0,2014,0,32,37
435000.0,3.0,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0,35,63
242000.0,3.0,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,18,19
325000.0,4.0,2.5,2610,7091,2.0,0,0,3,2610,0,1987,2000,14,13
837700.0,5.0,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0,31,31
187500.0,3.0,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0,14,13
560000.0,5.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993,35,61
272000.0,3.0,2.0,1380,7476,1.0,0,0,3,1380,0,1989,0,1,0
235000.0,3.0,1.75,1190,7280,1.0,0,0,4,1190,0,1968,0,1,45
259000.0,3.0,2.0,1870,5909,1.0,0,0,3,1270,600,1986,0,18,18
866059.0,5.0,3.5,3130,4797,2.0,0,0,3,2570,560,2014,0,3,5
473000.0,2.0,1.0,900,5100,1.0,0,0,4,900,0,1909,1989,35,56
405000.0,3.0,1.5,1880,7400,1.0,0,0,3,1480,400,1968,1997,20,67
386000.0,2.0,2.5,1620,3196,2.0,0,0,3,1620,0,2008,0,38,38
458000.0,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,35,48
605500.0,3.0,2.5,2830,6536,2.0,0,0,3,2830,0,1989,0,42,41
536000.0,4.0,2.25,1990,5948,2.0,0,0,3,1990,0,1991,0,16,17
247200.0,3.0,1.75,1370,8719,1.0,0,0,3,1370,0,1982,0,9,26
250000.0,2.0,1.5,1088,1360,2.0,0,0,3,1088,0,1983,2009,19,22
204950.0,4.0,1.75,1740,9344,1.0,0,0,3,1180,560,1978,0,14,13
430000.0,3.0,2.0,1730,9000,1.0,0,0,3,1370,360,1978,0,16,15
250000.0,4.0,2.5,1800,8100,2.0,0,0,3,1800,0,1998,2006,21,23
547000.0,4.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993,35,54
379900.0,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,35,49
738500.0,3.0,2.5,2300,6009,1.0,0,0,3,2300,0,2005,0,31,32
545000.0,4.0,2.25,2030,11585,1.0,0,0,4,1590,440,1967,0,31,31
342000.0,2.0,1.0,740,6180,1.0,0,0,3,740,0,1948,1994,35,57
170000.0,4.0,1.0,1920,13787,1.0,0,0,4,1220,700,1966,0,34,72
616000.0,4.0,2.5,2490,12929,2.0,0,0,3,2490,0,1983,2009,33,42
640000.0,3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994,35,58
332000.0,3.0,2.5,1530,9406,1.0,0,0,3,1270,260,1993,0,32,37
415000.0,4.0,2.0,1610,9600,1.0,0,0,5,1610,0,1967,0,25,34
1008000.0,4.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0,35,47
605000.0,3.0,2.25,2010,10760,2.0,0,0,3,2010,0,1985,0,31,31
320000.0,3.0,1.0,860,5060,1.5,0,0,3,860,0,1927,2011,35,62
229950.0,3.0,2.0,1410,7466,1.0,0,0,3,1410,0,1983,2009,32,36
255000.0,3.0,1.75,1700,7532,1.0,0,0,3,1700,0,1987,2000,18,18
479000.0,2.0,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003,35,53
472000.0,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,35,58
198000.0,3.0,1.5,1430,7347,1.0,0,0,3,820,610,1980,0,14,13
440000.0,4.0,2.0,1450,8400,1.5,0,0,4,1450,0,1962,0,19,22
506000.0,3.0,1.75,2180,7700,1.0,0,0,3,1480,700,1961,2004,36,70
382500.0,4.0,2.5,2210,7079,2.0,0,0,3,2210,0,1993,0,18,19
269500.0,2.0,1.5,1480,7276,1.0,0,0,4,940,540,1978,2000,32,34
840000.0,4.0,3.5,3860,18334,2.0,0,0,3,3120,740,1996,0,42,44
479500.0,3.0,2.75,2300,4637,2.0,0,0,3,2300,0,2008,0,38,38
402000.0,3.0,1.5,1450,7375,1.0,0,0,3,1010,440,1968,1997,19,22
549000.0,2.0,2.5,1380,953,3.0,0,0,3,1380,0,2006,0,35,47
449950.0,4.0,2.5,2470,3811,2.0,0,0,3,2470,0,1999,0,38,38
493000.0,4.0,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,19,22
142500.0,4.0,0.75,1440,13300,1.0,0,0,3,1440,0,1948,1994,6,68
250000.0,3.0,1.75,1160,6134,1.0,0,0,3,1160,0,1998,2006,1,1
729000.0,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988,35,46
465000.0,2.0,2.75,1430,1425,2.0,0,0,3,995,435,2006,0,35,53
280000.0,4.0,2.25,1930,7207,1.0,0,0,4,1360,570,1988,0,18,18
667500.0,3.0,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0,35,54
809000.0,3.0,2.5,2590,7720,2.0,0,0,3,2590,0,1988,2000,3,6
400000.0,3.0,2.25,2140,11266,2.0,0,0,3,2140,0,1986,0,11,11
310000.0,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001,35,60
435000.0,2.0,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954,35,54
